yaw	w	c	2	223
aWa	a	v	1	222
mahA	A	p	1	222
wawra	a	v	2	220
eva	a	r	2	220
wawaH	aH	S	2	220
wawaH	aH	v	2	219
waWA	A	s	2	218
na	a	A	2	218
wam	m	a	2	218
wasya	a	s	2	217
eva	a	A	2	216
waWA	A	v	2	216
eva	a	g	2	216
na	a	u	2	215
waw	w	k	1	215
vA	A	p	2	214
iva	a	m	2	214
jana	a	a	1	214
na	a	y	2	213
vE	E	s	2	211
wasya	a	a	2	210
nara	a	a	1	209
Xarma	a	v	1	209
evam	m	e	2	208
we	e	n	2	208
uvAca	a	B	2	206
yaH	aH	c	2	206
iwi	i	A	2	206
sarva	a	S	1	202
vacanam	m	S	2	202
brahma	a	v	1	202
hi	i	e	2	201
Xarma	a	j	1	201
yaWA	A	v	2	200
na	a	i	2	200
vA	A	s	2	200
iwi	i	k	2	200
wawra	a	p	2	199
sa	a	y	2	199
Xarma	a	a	1	196
ha	a	s	2	196
vA	A	v	2	194
wam	m	v	2	194
yaH	aH	e	2	194
a	a	r	1	193
waWA	A	k	2	193
vexa	a	v	1	193
we	e	m	2	192
waWA	A	i	2	191
BagavAn	n	X	2	191
iwi	i	n	2	190
we	e	a	2	190
yaH	aH	v	2	189
yaw	w	a	2	189
waw	w	v	1	189
iva	a	u	2	188
waWA	A	w	2	188
ukwaH	aH	w	2	188
vA	A	y	2	187
waWA	A	p	2	187
xvi	i	g	1	186
sa	a	n	2	186
mahI	I	p	1	185
vE	E	p	2	185
vA	A	k	2	184
ixam	m	a	2	183
sma	a	A	2	182
vA	A	w	2	180
wasya	a	k	2	180
sa	a	g	2	178
mahA	A	y	1	177
sarva	a	r	1	177
xvi	i	j	1	175
waw	w	s	1	174
kqwa	a	a	1	174
brahmA	A	u	2	174
XqRta	a	x	1	174
hi	i	x	2	173
Sara	a	v	1	172
wasya	a	m	2	171
na	a	g	2	171
iva	a	x	2	171
yaWA	A	s	2	171
yaH	aH	p	2	169
wam	m	p	2	167
qRayaH	aH	U	2	167
eva	a	i	2	166
SruwvA	A	w	2	166
sarva	a	A	1	165
vacaH	aH	S	2	165
wam	m	w	2	164
wawaH	aH	g	2	164
na	a	b	2	163
sahasra	a	a	1	163
ixam	m	s	2	163
aWa	a	w	2	163
puruRa	a	v	1	163
vA	A	n	2	162
sarva	a	X	1	162
nara	a	v	1	162
yaxi	i	v	2	160
yaWA	A	a	2	160
waWA	A	x	2	160
eva	a	e	2	160
wawaH	aH	c	2	160
na	a	r	2	159
rAja	a	p	1	159
wawra	a	x	2	158
sa	a	B	2	158
vinA	A	a	1	158
wri	i	x	1	158
ISvaraH	aH	u	2	158
sarve	e	s	2	157
iva	a	v	2	157
yaH	aH	k	2	156
wri	i	v	1	155
hi	i	k	2	155
sarve	e	w	2	155
sA	A	w	2	155
mahA	A	k	1	155
wawra	a	k	2	155
ewaw	w	s	2	154
sva	a	B	1	154
wawra	a	m	2	154
kqwa	a	v	1	154
xqRtvA	A	w	2	154
saha	a	x	1	154
wu	u	g	2	153
Xarma	a	p	1	153
waw	w	x	2	153
eva	a	j	2	152
waw	w	m	2	152
wawra	a	S	2	152
yaw	w	v	2	152
sa	a	j	2	151
evam	m	p	2	151
waw	w	y	2	151
vara	a	x	1	151
mEwreyaH	aH	u	2	151
evam	m	a	2	150
waWA	A	h	2	150
ewaw	w	v	2	149
mahA	A	x	1	149
yaw	w	p	2	149
hi	i	y	2	148
xeva	a	g	1	148
vE	E	n	2	148
varRa	a	s	1	148
wasya	a	x	2	147
wawaH	aH	m	2	147
vA	A	m	2	146
na	a	n	2	146
xeva	a	a	1	146
wena	a	s	2	145
we	e	x	2	145
waw	w	m	1	144
a	a	K	1	144
sva	a	k	1	144
asya	a	p	2	143
eva	a	u	2	142
aWa	a	p	2	142
wam	m	u	2	142
vE	E	w	2	142
puruRa	a	q	1	142
we	e	B	2	141
yaWA	A	p	2	140
iva	a	k	2	140
kim	m	a	2	140
sarva	a	j	1	140
sarva	a	g	1	140
eka	a	v	1	140
xqRtvA	A	p	2	140
vyAsaH	aH	u	2	140
ayam	m	a	2	139
aham	m	w	2	139
asya	a	s	2	139
nAraxaH	aH	u	2	139
sva	a	r	1	138
ewaw	w	a	2	138
wri	i	p	1	137
vE	E	x	2	137
sa	a	S	2	137
kAla	a	a	1	136
wu	u	e	2	136
waw	w	A	2	135
evam	m	w	2	135
mahA	A	s	1	135
wasmin	n	w	2	134
yaw	w	k	2	134
parama	a	I	1	134
hi	i	n	2	133
arWa	a	s	1	133
sarve	e	p	2	133
hi	i	B	2	132
xeva	a	I	1	132
wawra	a	n	2	131
yaWA	A	w	2	131
waxA	A	w	2	131
wena	a	e	2	131
evam	m	k	2	130
ewaw	w	S	2	130
eva	a	b	2	130
vA	A	x	2	129
we	e	k	2	129
ewaw	w	p	2	129
wawra	a	y	2	128
waWA	A	A	2	128
wena	a	w	2	128
ewaw	w	w	2	128
sa	a	b	2	128
Bavanwi	i	c	2	127
wena	a	a	2	127
waw	w	A	1	127
wam	m	A	2	127
anyaw	w	c	2	127
vacanam	m	a	2	127
agni	i	s	1	126
a	a	w	1	126
wasya	a	e	2	126
wu	u	j	2	125
iva	a	B	2	125
mahA	A	u	1	125
namaH	aH	w	2	125
ye	e	w	2	124
iva	a	S	2	124
SruwvA	A	v	2	124
janamejayaH	aH	u	2	124
we	e	y	2	123
vE	E	v	2	123
waWA	A	S	2	123
Pala	a	p	1	123
rAja	a	q	1	123
syAw	w	s	2	122
eka	a	a	1	122
wasya	a	c	2	122
arWa	a	k	1	122
arjunaH	aH	u	2	122
ha	a	u	2	122
wava	a	p	2	121
we	e	c	2	121
iva	a	w	2	121
we	e	r	2	121
xeva	a	q	1	121
xqRtvA	A	s	2	121
me	e	p	2	121
brAhmaNaH	aH	u	2	120
ukwaH	aH	s	2	120
vqka	a	u	1	120
weRAm	m	w	2	119
we	e	h	2	119
aWa	a	m	2	119
waw	w	n	2	119
a	a	g	1	118
sarvam	m	e	2	118
waw	w	b	2	118
jiwa	a	i	1	118
aWa	a	k	2	117
vAkyam	m	a	2	117
anye	e	c	2	116
a	a	l	1	115
waw	w	B	2	115
wawaH	aH	B	2	115
aWa	a	x	2	115
sarva	a	w	1	115
waWA	A	B	2	114
Sawa	a	s	1	114
parama	a	a	1	114
kim	m	w	2	114
viviXAni	i	c	2	113
iva	a	c	2	113
cawuH	uH	v	1	113
SruwvA	A	s	2	113
pAra	a	x	1	113
waw	w	g	1	112
sama	a	p	1	112
kqwvA	A	p	2	112
aham	m	a	2	112
eva	a	X	2	111
waxA	A	v	2	111
iwi	i	x	2	111
wapaH	aH	w	2	111
XarmaH	aH	s	2	111
vAwa	a	p	1	110
weRAm	m	p	2	110
yayAwiH	iH	u	2	110
waWA	A	m	2	109
paFca	a	v	1	109
Xarma	a	k	1	109
waWA	A	u	2	109
iwi	i	y	2	109
hi	i	r	2	108
sva	a	X	1	108
asya	a	v	2	107
BqwAm	m	v	2	107
wawaH	aH	y	2	107
vE	E	m	2	107
kim	m	k	2	107
AwmA	A	s	2	106
yaH	aH	n	2	106
sarve	e	v	2	106
kqwa	a	A	1	106
Aha	a	B	2	106
pApa	a	k	1	106
pqWivI	I	p	1	106
yawra	a	s	2	105
hi	i	A	2	105
paramam	m	p	2	105
AhuH	uH	A	2	105
kqwvA	A	w	2	105
wu	u	X	2	105
Bavawi	i	c	2	104
wu	u	b	2	104
xqRtvA	A	v	2	104
wasya	a	S	2	104
sa	a	X	2	104
maXu	u	s	1	103
bala	a	v	1	103
yawra	a	w	2	103
me	e	m	2	103
yaWA	A	m	2	102
SAswra	a	v	1	102
sarve	e	e	2	102
yaWA	A	c	2	102
na	a	l	2	102
AxayaH	aH	m	2	102
wena	a	v	2	101
wawra	a	A	2	101
wasya	a	n	2	101
loka	a	p	1	101
jFaH	aH	s	2	101
varNa	a	A	1	101
mahA	A	B	1	101
waxA	A	s	2	100
guNa	a	u	1	100
yaw	w	s	2	100
yaWA	A	k	2	100
rAja	a	s	1	100
puruRa	a	u	1	100
ayam	m	p	2	99
sarvam	m	s	2	99
Axi	i	s	1	99
rAkRasa	a	i	1	99
pUrva	a	u	1	98
eka	a	p	1	98
rakwa	a	p	1	98
piwwa	a	k	1	98
wam	m	c	2	98
wena	a	p	2	98
pANdu	u	p	1	98
Awreya	a	A	1	98
wri	i	S	1	98
we	e	S	2	98
waxA	A	p	2	98
yasmAw	w	A	2	98
wriRu	u	l	2	98
nara	a	S	1	98
Bavew	w	w	2	97
BagavAn	n	A	2	97
syAw	w	a	2	97
arWam	m	a	2	97
wri	i	g	1	97
ewaw	w	e	2	97
yaWA	A	x	2	97
wam	m	e	2	97
SruwvA	A	p	2	97
SAnwa	a	n	1	97
ayam	m	s	2	96
kaPa	a	v	1	96
Bavawi	i	k	2	96
xqRtvA	A	x	2	96
Xarma	a	s	1	96
rAjA	A	u	2	96
xeva	a	s	1	95
vE	E	y	2	95
karma	a	k	2	95
vA	A	S	2	95
niSa	a	a	1	95
ukwam	m	c	2	95
me	e	v	2	95
ixam	m	p	2	95
suKa	a	x	1	95
awra	a	a	2	95
brahma	a	l	1	95
ukwvA	A	w	2	95
Barawa	a	S	1	95
brahma	a	x	1	94
kaPa	a	a	1	94
wam	m	m	2	94
waw	w	i	2	94
wam	m	s	2	94
iwi	i	B	2	94
yaWA	A	e	2	94
vAsuxevaH	aH	u	2	94
wu	u	c	2	93
yaxi	i	w	2	93
vAwa	a	k	1	93
arWam	m	c	2	93
yaWA	A	n	2	93
Axi	i	v	1	93
kAle	e	w	2	93
wawra	a	B	2	93
wam	m	n	2	93
uvAca	a	h	2	93
mahA	A	g	1	92
wawaH	aH	j	2	92
yaw	w	u	2	92
go	o	m	1	92
wawaH	aH	n	2	92
vE	E	k	2	92
rAjA	A	p	2	92
muni	i	s	1	92
muni	i	p	1	92
kunwI	I	p	1	92
awaH	aH	a	2	91
canxra	a	a	1	91
kqwa	a	k	1	91
para	a	v	1	91
puwraH	aH	w	2	91
loka	a	v	1	91
wvam	m	e	2	91
sA	A	s	2	90
rasa	a	A	1	90
hi	i	S	2	90
syAw	w	p	2	90
yaw	w	y	2	90
wIrWe	e	w	2	90
BU	U	p	1	89
mahA	A	A	1	89
bala	a	p	1	88
huwa	a	a	1	88
syAw	w	w	2	88
cawuH	uH	g	1	88
hi	i	X	2	88
sarvam	m	w	2	88
piwwa	a	a	1	87
iwi	i	j	2	87
weRAm	m	a	2	87
Baya	a	A	1	87
wu	u	A	2	87
wasya	a	r	2	87
aWa	a	y	2	87
sarve	e	x	2	86
weRAm	m	s	2	86
sA	A	p	2	86
waw	w	r	2	86
iha	a	s	2	86
xqRtvA	A	k	2	86
parama	a	A	1	85
ewaw	w	k	2	85
wasya	a	B	2	85
aswi	i	w	2	85
sva	a	p	1	85
sapwa	a	v	1	85
me	e	s	2	85
arWam	m	w	2	84
ixam	m	k	2	84
aWa	a	r	2	84
ayam	m	v	2	84
Awma	a	s	1	84
iwi	i	b	2	84
we	e	g	2	84
waxA	A	x	2	84
prAyaH	aH	c	1	84
sawya	a	s	1	84
kaPa	a	p	1	83
eva	a	l	2	83
iwi	i	K	2	83
hi	i	j	2	83
mahA	A	S	1	83
puwraH	aH	a	2	83
kuru	u	n	1	83
weRAm	m	v	2	82
yaWA	A	S	2	82
wri	i	a	1	82
brahma	a	q	1	82
ewaw	w	b	2	82
nAma	a	v	2	82
yaH	aH	x	2	82
xeva	a	m	1	82
ixam	m	w	2	82
iva	a	n	2	82
waWA	A	n	2	81
wawra	a	g	2	81
sarve	e	c	2	81
sarveRAm	m	e	2	81
waxA	A	a	2	81
wena	a	k	2	81
sarve	e	m	2	81
loke	e	a	2	81
aswi	i	s	2	81
manu	u	a	1	81
yaH	aH	m	2	80
wena	a	m	2	80
nAma	a	s	2	80
awaH	aH	p	2	80
syAw	w	k	2	80
asya	a	a	2	80
paFca	a	a	1	80
puNya	a	k	1	80
yaWA	A	y	2	80
wawra	a	c	2	80
sarva	a	y	1	80
yUWa	a	p	1	80
anna	a	p	1	79
wu	u	i	2	79
eRa	a	s	2	79
SrI	I	v	1	79
yaH	aH	y	2	79
wasya	a	A	2	79
Sawa	a	a	1	79
Sawa	a	k	1	79
Xarma	a	n	1	79
kim	m	n	2	78
Xarma	a	B	1	78
awra	a	p	2	78
ewaw	w	u	2	78
yaw	w	x	2	78
ewe	e	c	2	78
sA	A	c	2	78
kuru	u	k	1	78
SOnakaH	aH	u	2	78
rAjan	n	p	2	78
kaWam	m	n	2	78
qRi	i	s	1	78
Bavew	w	s	2	77
xqRtvA	A	m	2	77
sama	a	x	1	77
raWa	a	s	1	77
evam	m	x	2	77
wAm	m	a	2	77
sA	A	x	2	77
wasmin	n	v	2	77
sva	a	A	1	77
AwmA	A	p	2	77
asya	a	m	2	77
eRa	a	v	2	77
wvam	m	a	2	77
mama	a	p	2	77
xqRtvA	A	r	2	77
jayaw	w	r	1	77
wawwva	a	j	1	76
ye	e	n	2	76
pura	a	U	1	76
sarvam	m	a	2	76
aWa	a	S	2	76
kAma	a	a	1	76
waWA	A	r	2	76
asya	a	k	2	76
ayam	m	A	2	76
yaxi	i	s	2	76
yaWA	A	A	2	76
ayam	m	k	2	76
wava	a	a	2	76
aswi	i	n	2	75
vA	A	B	2	75
puwra	a	S	1	75
aham	m	v	2	75
piwq	q	x	1	75
rAjA	A	s	2	75
me	e	b	2	75
hiraNya	a	k	1	75
kuru	u	p	1	75
yaWA	A	B	2	74
evam	m	S	2	74
anena	a	v	2	74
yasya	a	a	2	74
eRa	a	p	2	74
nAma	a	m	2	74
guNa	a	a	1	74
xqRtvA	A	B	2	74
nara	a	I	1	74
bala	a	a	1	73
wu	u	l	2	73
arWa	a	v	1	73
varRa	a	S	1	73
vexa	a	a	1	73
wawra	a	r	2	73
sarvam	m	A	2	73
arWam	m	p	2	73
pute	e	p	2	73
kAma	a	r	1	73
pApa	a	h	1	73
vE	E	b	2	73
kRawra	a	X	1	73
nara	a	i	1	73
amiwa	a	w	1	73
Barawa	a	s	1	73
sva	a	x	1	72
suKa	a	A	1	72
aWa	a	B	2	72
ekam	m	w	2	72
wri	i	k	1	72
aparam	m	c	2	72
kAla	a	v	1	72
waxA	A	B	2	72
ixam	m	S	2	72
iwi	i	r	2	72
brahma	a	a	1	72
ayam	m	w	2	72
puwraH	aH	p	2	72
maXye	e	w	2	71
we	e	b	2	71
kRewra	a	j	1	71
wasmin	n	p	2	71
xeva	a	p	1	71
kim	m	c	2	71
guNa	a	v	1	71
wawwva	a	v	1	71
nAma	a	p	2	71
sawya	a	p	1	71
loka	a	s	1	71
wapaH	aH	c	2	71
mama	a	a	2	71
kaWam	m	e	2	71
iha	a	m	2	71
uvAca	a	p	2	71
xuryoXanaH	aH	u	2	71
jarA	A	m	1	70
waw	w	x	1	70
asya	a	x	2	70
kuryAw	w	w	2	70
wu	u	h	2	70
ewaw	w	m	2	70
iha	a	p	2	70
sA	A	e	2	70
SrI	I	S	1	70
Bavawi	i	y	2	70
inxraH	aH	u	2	70
lomaSaH	aH	u	2	70
sva	a	w	1	69
evam	m	y	2	69
pqWak	k	p	2	69
arWam	m	s	2	69
yaWA	A	h	2	69
wam	m	S	2	69
waw	w	B	1	69
kqRNa	a	x	1	69
yaw	w	e	2	69
sarvam	m	p	2	69
kqwvA	A	s	2	69
xqRtvA	A	n	2	69
sA	A	a	2	69
ye	e	a	2	69
BUwa	a	A	1	69
brahma	a	A	1	69
me	e	B	2	69
aswi	i	m	2	68
ye	e	v	2	68
pAxa	a	a	1	68
kaWam	m	v	2	68
guNa	a	A	1	68
wAn	n	a	2	68
wawaH	aH	b	2	68
puruRa	a	a	1	68
sawyam	m	e	2	68
wam	m	r	2	68
vE	E	S	2	68
yawra	a	v	2	68
xevAH	AH	U	2	68
rAjA	A	x	2	68
mahA	A	n	1	68
waw	w	h	2	67
wasmin	n	s	2	67
arWam	m	v	2	67
evam	m	A	2	67
wasya	a	j	2	67
para	a	p	1	67
ixam	m	m	2	67
yAvaw	w	w	2	67
wawaH	aH	h	2	67
yaw	w	i	2	67
aham	m	s	2	67
aWa	a	n	2	67
paramAm	m	g	2	67
vixuraH	aH	u	2	67
axya	a	p	2	67
AwmA	A	w	2	66
wam	m	k	2	66
xoRa	a	v	1	66
go	o	k	1	66
vAwa	a	A	1	66
bala	a	u	1	66
Axi	i	x	1	66
sva	a	a	1	66
ayam	m	i	2	66
yaw	w	P	2	66
awaH	aH	e	2	66
ixam	m	u	2	66
kqRNa	a	a	1	66
XarmaH	aH	w	2	66
wvam	m	m	2	66
aBi	i	a	1	66
yawra	a	y	2	65
viRa	a	a	1	65
Axi	i	a	1	65
waWA	A	g	2	65
brahma	a	s	1	65
rAja	a	v	1	65
eka	a	x	1	65
ye	e	p	2	65
bahu	u	v	1	65
sarve	e	y	2	65
sA	A	v	2	65
Xarma	a	r	1	65
namaH	aH	n	2	65
xeva	a	A	1	65
vE	E	B	2	65
amiwa	a	o	1	65
Aha	a	k	2	65
SukaH	aH	u	2	65
rAjan	n	s	2	65
Gora	a	r	1	65
siMha	a	n	1	65
param	m	w	2	64
vA	A	r	2	64
yasya	a	s	2	64
kuryAw	w	s	2	64
vara	a	a	1	64
waw	w	j	2	64
asya	a	w	2	64
nqpa	a	s	1	64
awra	a	k	2	64
sarvam	m	k	2	64
yaw	w	A	2	64
Bavawi	i	i	2	64
gaja	a	p	1	64
loke	e	s	2	64
saxA	A	e	2	64
mahA	A	o	1	64
Baxram	m	w	2	64
SruwvA	A	x	2	64
wvam	m	v	2	64
aswra	a	v	1	64
ewaw	w	y	2	63
mUwra	a	p	1	63
a	a	b	1	63
yaxA	A	w	2	63
sarva	a	m	1	63
parama	a	q	1	63
wasya	a	b	2	63
sva	a	S	1	63
me	e	w	2	63
para	a	a	1	63
yaH	aH	i	2	63
na	a	X	2	63
me	e	k	2	63
lokeRu	u	v	2	63
rAjan	n	v	2	63
raWa	a	v	1	63
kuru	u	s	1	63
jAyawe	e	n	2	62
garBa	a	s	1	62
ca	a	P	2	62
SvAsa	a	k	1	62
karma	a	k	1	62
haram	m	p	2	62
syAw	w	v	2	62
Bavew	w	y	2	62
nAnA	A	r	2	62
ewaw	w	c	2	62
saH	aH	u	2	62
viSva	a	r	1	62
eRa	a	m	2	62
Awma	a	v	1	62
evam	m	n	2	62
ayam	m	m	2	62
Xarma	a	S	1	62
aham	m	k	2	62
yuga	a	a	1	62
waxA	A	r	2	62
eRa	a	w	2	62
nara	a	q	1	62
yasya	a	v	2	61
asya	a	S	2	61
agni	i	v	1	61
yasya	a	p	2	61
yaH	aH	B	2	61
rasa	a	s	1	61
guNa	a	s	1	61
param	m	p	2	61
karma	a	w	2	61
paxma	a	p	1	61
evam	m	m	2	61
Bavawi	i	p	2	61
waWA	A	y	2	61
jAyawe	e	k	2	61
waxA	A	k	2	61
sarvam	m	i	2	61
kqwvA	A	v	2	61
kaWam	m	s	2	61
mUla	a	P	1	61
wvam	m	h	2	61
aBavaw	w	w	2	61
ewasmin	n	a	2	61
SruwvA	A	r	2	61
rAjan	n	k	2	61
vIra	a	h	1	61
guru	u	p	1	60
loke	e	p	2	60
xeSa	a	k	1	60
iha	a	a	2	60
inxra	a	v	1	60
sva	a	v	1	60
wAm	m	x	2	60
ewaw	w	h	2	60
me	e	S	2	60
Axi	i	k	1	60
kqwam	m	w	2	60
wasmin	n	k	2	60
aswi	i	i	2	60
anwa	a	k	1	60
kqwa	a	p	1	60
ganXa	a	m	1	60
nAnA	A	p	2	60
rAja	a	k	1	60
SAla	a	g	1	60
nAma	a	w	2	60
sarvam	m	v	2	60
SrI	I	k	1	60
aswi	i	p	2	60
agniH	iH	u	2	60
asmi	i	w	2	60
wvam	m	p	2	60
SawaSaH	aH	a	2	60
Srowum	m	i	2	59
BU	U	w	1	59
yakRa	a	r	1	59
yaH	aH	S	2	59
karma	a	s	1	59
Palam	m	w	2	59
sva	a	j	1	59
we	e	j	2	59
parama	a	x	1	59
yoga	a	v	1	59
xeva	a	k	1	59
rUpam	m	c	2	59
wAn	n	s	2	59
brahma	a	s	2	59
mahI	I	w	1	59
me	e	a	2	59
me	e	x	2	59
aham	m	e	2	59
kaWam	m	c	2	59
abravIw	w	v	2	59
SruwvA	A	m	2	59
kule	e	j	2	59
loma	a	h	1	59
yaH	aH	h	2	58
awra	a	S	2	58
Saswra	a	B	1	58
rakwa	a	a	1	58
ayam	m	x	2	58
suKa	a	u	1	58
kAla	a	p	1	58
sUrya	a	a	1	58
XarmaH	aH	c	2	58
kAla	a	k	1	58
yaw	w	S	2	58
Palam	m	a	2	58
ewaw	w	A	2	58
ukwam	m	w	2	58
sixXa	a	c	1	58
xqRtvA	A	S	2	58
iva	a	h	2	58
rAja	a	S	1	58
Xarma	a	c	1	58
kva	a	c	2	58
wvam	m	k	2	58
xeva	a	r	1	58
nAga	a	a	1	58
vE	E	e	2	58
wO	O	w	2	58
rakwa	a	v	1	57
PalAni	i	c	2	57
yasya	a	w	2	57
wasya	a	u	2	57
vA	A	b	2	57
karma	a	v	2	57
yaw	w	B	2	57
sva	a	s	1	57
wena	a	x	2	57
kqwa	a	s	1	57
sA	A	k	2	57
bala	a	x	1	57
syAw	w	i	2	57
SafKa	a	c	1	57
wam	m	h	2	57
vasu	u	x	1	57
kaWam	m	w	2	57
AsIw	w	s	2	57
vixAm	m	v	2	57
wasyAH	AH	w	2	57
sma	a	w	2	57
abravIw	w	w	2	57
xevaH	aH	c	2	57
wIrWam	m	w	2	57
vE	E	a	2	57
prANa	a	a	1	56
sva	a	g	1	56
ewaw	w	r	2	56
karma	a	c	2	56
wasmAw	w	a	2	56
xaSa	a	v	1	56
kula	a	u	1	56
Bavew	w	n	2	56
BUri	i	S	1	56
hqRIka	a	I	1	56
yaWA	A	i	2	56
ayam	m	n	2	56
muni	i	S	1	56
Soka	a	s	1	56
wapaH	aH	v	1	56
BUwAni	i	s	2	56
rAjA	A	v	2	56
kaH	aH	a	2	56
wIrWe	e	n	2	56
wu	u	u	2	55
eRa	a	x	2	55
xeha	a	s	1	55
vE	E	g	2	55
aswi	i	v	2	55
piwwa	a	j	1	55
jvara	a	a	1	55
evam	m	B	2	55
yaxi	i	n	2	55
iva	a	r	2	55
waxA	A	e	2	55
iva	a	g	2	55
guru	u	S	1	55
ca	a	G	2	55
weRAm	m	c	2	55
canxra	a	s	1	55
awra	a	v	2	55
yawra	a	p	2	55
ganXarva	a	a	1	55
awra	a	w	2	55
yaWA	A	r	2	55
aham	m	i	2	55
wasya	a	X	2	55
pUrva	a	p	1	55
BUwAnAm	m	s	2	55
ixam	m	A	2	55
wvam	m	s	2	55
wava	a	s	2	55
gaxA	A	p	1	55
AwmA	A	k	2	55
Baga	a	x	1	55
sixXi	i	x	1	54
iha	a	u	2	54
wri	i	l	1	54
ye	e	s	2	54
priya	a	x	1	54
pANdu	u	n	1	54
Bavew	w	v	2	54
awra	a	n	2	54
arWam	m	k	2	54
ewe	e	v	2	54
Bavawi	i	w	2	54
rasa	a	v	1	54
BUwa	a	s	1	54
xeva	a	v	1	54
yawra	a	a	2	54
SruwvA	A	e	2	54
nAma	a	r	2	54
cakra	a	g	1	54
puwra	a	p	1	54
ASrama	a	p	1	54
wAn	n	x	2	54
abravIw	w	p	2	54
cawuH	uH	a	1	53
anye	e	w	2	53
agni	i	x	1	53
