pute	e	p	2	64
jFaH	aH	s	2	64
SukaH	aH	u	2	64
brahma	a	q	1	64
xqRtvA	A	k	2	64
Bavew	w	w	2	63
pUrva	a	u	1	63
we	e	h	2	63
ayam	m	a	2	63
piwq	q	x	1	63
rAjA	A	p	2	63
xqRtvA	A	r	2	63
weRAm	m	v	2	62
wawra	a	g	2	62
wri	i	g	1	62
hi	i	S	2	62
yaWA	A	S	2	62
we	e	r	2	62
awra	a	p	2	62
AwmA	A	s	2	62
wam	m	n	2	62
Xarma	a	s	1	62
sarve	e	m	2	62
xqRtvA	A	m	2	62
sama	a	x	1	61
raWa	a	s	1	61
aWa	a	S	2	61
ayam	m	p	2	61
varRa	a	S	1	61
ewe	e	c	2	61
waWA	A	n	2	61
wena	a	v	2	61
suKa	a	x	1	61
parama	a	A	1	61
xeva	a	m	1	61
maXye	e	w	2	60
weRAm	m	a	2	60
syAw	w	p	2	60
sA	A	s	2	60
iva	a	n	2	60
vE	E	y	2	60
mahA	A	n	1	60
kaWam	m	e	2	60
jarA	A	m	1	59
kuryAw	w	w	2	59
wu	u	A	2	59
loke	e	a	2	59
arWam	m	a	2	59
Baya	a	A	1	59
sA	A	x	2	59
sawya	a	s	1	59
rAjan	n	p	2	59
nAma	a	v	2	59
kuru	u	k	1	59
SruwvA	A	p	2	59
bala	a	v	1	58
iwi	i	j	2	58
yaw	w	P	2	58
iwi	i	B	2	58
yaw	w	u	2	58
Sawa	a	a	1	58
hi	i	j	2	58
vE	E	b	2	58
ixam	m	p	2	58
ewasmin	n	a	2	58
kAma	a	r	1	58
wawra	a	B	2	58
aWa	a	r	2	58
gaja	a	p	1	58
sarve	e	c	2	57
eka	a	p	1	57
brahma	a	x	1	57
yaw	w	s	2	57
sarveRAm	m	e	2	57
wam	m	m	2	57
yaH	aH	y	2	57
Xarma	a	n	1	57
sarvam	m	A	2	57
wam	m	s	2	57
weRAm	m	s	2	57
kuru	u	p	1	57
kuru	u	n	1	57
Xarma	a	B	1	56
evam	m	x	2	56
yaWA	A	y	2	56
waxA	A	B	2	56
yaw	w	x	2	56
asya	a	a	2	56
waw	w	m	2	56
ekam	m	w	2	56
eva	a	l	2	56
iha	a	s	2	56
qRi	i	s	1	56
vA	A	S	2	55
pqWak	k	p	2	55
syAw	w	a	2	55
yaWA	A	h	2	55
waxA	A	a	2	55
syAw	w	w	2	55
wam	m	c	2	55
paFca	a	a	1	55
yaw	w	e	2	55
yaw	w	y	2	55
nAma	a	p	2	55
ayam	m	s	2	55
kqwa	a	a	1	55
uvAca	a	h	2	55
siMha	a	n	1	55
wawwva	a	j	1	54
yaWA	A	B	2	54
wena	a	k	2	54
pAxa	a	a	1	54
yaH	aH	x	2	54
wri	i	k	1	54
wasya	a	A	2	54
ewaw	w	e	2	54
aWa	a	y	2	54
wawra	a	c	2	54
arWam	m	p	2	54
mahA	A	o	1	54
sarva	a	y	1	54
AwmA	A	p	2	54
puruRa	a	u	1	54
muni	i	p	1	54
iwi	i	r	2	54
vIra	a	h	1	54
Barawa	a	s	1	54
ca	a	P	2	53
wu	u	i	2	53
kqRNa	a	x	1	53
yaWA	A	A	2	53
nAma	a	m	2	53
sarve	e	x	2	53
waw	w	i	2	53
sarvam	m	a	2	53
eRa	a	v	2	53
iwi	i	K	2	53
puwra	a	S	1	53
wam	m	r	2	53
cawuH	uH	g	1	53
suKa	a	A	1	52
kaPa	a	p	1	52
nAnA	A	r	2	52
wu	u	h	2	52
wawra	a	r	2	52
anna	a	p	1	52
vexa	a	a	1	52
rUpam	m	c	2	52
wawaH	aH	b	2	52
evam	m	S	2	52
Bavawi	i	y	2	52
wapaH	aH	c	2	52
vE	E	S	2	52
rAjA	A	s	2	52
puwraH	aH	a	2	52
SawaSaH	aH	a	2	52
lokeRu	u	v	2	52
xqRtvA	A	B	2	52
evam	m	y	2	51
arWam	m	w	2	51
ewaw	w	k	2	51
eka	a	x	1	51
Bavew	w	s	2	51
iha	a	p	2	51
jAyawe	e	k	2	51
awaH	aH	e	2	51
awaH	aH	p	2	51
wu	u	l	2	51
asya	a	m	2	51
aswi	i	p	2	51
asya	a	w	2	51
awra	a	a	2	51
sarvam	m	w	2	51
mUla	a	P	1	51
waWA	A	r	2	51
ye	e	p	2	51
wasmin	n	p	2	51
rAjA	A	x	2	51
raWa	a	v	1	51
rAjan	n	s	2	51
wIrWe	e	n	2	51
yakRa	a	r	1	50
aswi	i	n	2	50
karma	a	s	1	50
we	e	y	2	50
yaH	aH	B	2	50
nqpa	a	s	1	50
Axi	i	v	1	50
sarvam	m	k	2	50
kAla	a	v	1	50
loka	a	s	1	50
nAnA	A	p	2	50
SrI	I	v	1	50
nAma	a	s	2	50
paramAm	m	g	2	50
puwraH	aH	p	2	50
eRa	a	p	2	50
xevI	I	u	2	50
wam	m	S	2	50
Saswra	a	B	1	50
kRewra	a	j	1	50
hariH	iH	u	2	50
sva	a	x	1	49
bala	a	a	1	49
xoRa	a	v	1	49
Xarma	a	r	1	49
kqRNa	a	a	1	49
ayam	m	k	2	49
xeva	a	p	1	49
anena	a	v	2	49
Awma	a	s	1	49
xaSa	a	v	1	49
yasya	a	a	2	49
evam	m	A	2	49
yawra	a	v	2	49
kRawra	a	X	1	49
wawwva	a	v	1	49
go	o	m	1	49
go	o	k	1	49
bala	a	p	1	48
waw	w	x	1	48
awra	a	S	2	48
sarva	a	B	1	48
wena	a	m	2	48
syAw	w	k	2	48
AwmA	A	w	2	48
bala	a	u	1	48
aswi	i	s	2	48
sva	a	p	1	48
xeva	a	A	1	48
sarvam	m	p	2	48
yAvaw	w	w	2	48
Xarma	a	S	1	48
wasyAH	AH	w	2	48
nara	a	q	1	48
prahasan	n	i	2	48
SruwvA	A	r	2	48
awaH	aH	a	2	47
yasya	a	s	2	47
wAm	m	x	2	47
ye	e	n	2	47
sarva	a	m	1	47
eRa	a	s	2	47
evam	m	n	2	47
asya	a	S	2	47
iwi	i	b	2	47
sA	A	c	2	47
wasmin	n	v	2	47
ganXa	a	m	1	47
we	e	B	2	47
aswi	i	w	2	47
yoga	a	v	1	47
aWa	a	n	2	47
waxA	A	r	2	47
ASrama	a	p	1	47
sawya	a	p	1	47
XarmaH	aH	c	2	47
manu	u	a	1	47
xqRtvA	A	n	2	47
SruwvA	A	x	2	47
jAyawe	e	n	2	46
piwwa	a	a	1	46
waw	w	h	2	46
guNa	a	a	1	46
ixam	m	u	2	46
asya	a	k	2	46
guNa	a	s	1	46
para	a	p	1	46
guNa	a	v	1	46
ayam	m	v	2	46
ucyawe	e	n	2	46
wO	O	w	2	46
iha	a	m	2	46
kuru	u	s	1	46
mAxrI	I	p	1	46
vara	a	a	1	46
wu	u	u	2	45
arWam	m	s	2	45
PalAni	i	c	2	45
ye	e	v	2	45
rasa	a	s	1	45
SawAni	i	c	2	45
Axi	i	x	1	45
anwa	a	k	1	45
vA	A	B	2	45
we	e	g	2	45
Rat	t	m	1	45
wam	m	k	2	45
agniH	iH	u	2	45
gaxA	A	p	1	45
nAma	a	r	2	45
mahI	I	w	1	45
rAja	a	S	1	45
Gora	a	r	1	45
sAXu	u	s	2	45
ukwaH	aH	p	2	45
puwra	a	p	1	45
puwraH	aH	y	2	45
asya	a	x	2	44
Axi	i	a	1	44
karma	a	k	1	44
Bavew	w	y	2	44
arWam	m	v	2	44
inxra	a	v	1	44
bahu	u	v	1	44
yaw	w	A	2	44
yaWA	A	i	2	44
Palam	m	a	2	44
ye	e	a	2	44
syAw	w	v	2	44
saxA	A	e	2	44
yaWA	A	r	2	44
brahma	a	A	1	44
wAm	m	a	2	44
maNi	i	m	1	44
uwwama	a	a	1	44
aBavaw	w	w	2	44
nara	a	I	1	44
yaxA	A	w	2	44
vixAm	m	v	2	44
xevaH	aH	c	2	44
SakraH	aH	u	2	44
nara	a	i	1	44
sixXi	i	x	1	43
yawra	a	y	2	43
eRa	a	x	2	43
iha	a	u	2	43
mUwra	a	p	1	43
param	m	p	2	43
parama	a	x	1	43
wasya	a	b	2	43
sA	A	e	2	43
haram	m	p	2	43
canxra	a	s	1	43
Axi	i	k	1	43
kaWam	m	v	2	43
sva	a	A	1	43
puruRaH	aH	s	2	43
vE	E	B	2	43
sva	a	w	1	43
Xarma	a	c	1	43
wasmin	n	s	2	43
uraga	a	r	1	43
AhuH	uH	m	2	43
AsIw	w	s	2	43
yaH	aH	i	2	43
manasA	A	v	2	43
wasmin	n	k	2	43
uvAca	a	p	2	43
BIma	a	p	1	43
nqpa	a	S	1	43
loke	e	p	2	43
agni	i	v	1	42
SvAsa	a	k	1	42
yasya	a	w	2	42
xeSa	a	k	1	42
kAle	e	c	2	42
iva	a	r	2	42
kAla	a	k	1	42
ewe	e	v	2	42
paxma	a	p	1	42
waWA	A	g	2	42
kAma	a	k	1	42
saH	aH	u	2	42
aWa	a	B	2	42
wawaH	aH	h	2	42
viSva	a	r	1	42
iva	a	h	2	42
brahmaNaH	aH	p	2	42
waw	w	B	1	42
iva	a	g	2	42
wAn	n	a	2	42
sva	a	a	1	42
ixam	m	S	2	42
a	a	l	1	42
xqRtvA	A	e	2	42
ewaw	w	y	2	41
anye	e	w	2	41
yasya	a	p	2	41
vA	A	r	2	41
karma	a	w	2	41
kuryAw	w	s	2	41
evam	m	m	2	41
yaH	aH	S	2	41
parama	a	q	1	41
guNa	a	A	1	41
wasya	a	h	2	41
wri	i	s	1	41
arWa	a	v	1	41
Bavawi	i	i	2	41
kanakam	m	x	2	41
Bavew	w	n	2	41
piwA	A	p	2	41
puwraH	aH	w	2	41
kAlena	a	m	2	41
we	e	k	2	41
parama	a	p	1	41
BIma	a	v	1	41
rAja	a	v	1	41
mahA	A	G	1	41
karNaH	aH	u	2	41
mucyawe	e	s	2	41
hqRIka	a	I	1	41
sva	a	g	1	40
ye	e	s	2	40
pANdu	u	n	1	40
sva	a	j	1	40
ixam	m	k	2	40
ewaw	w	h	2	40
gaja	a	a	1	40
yaxi	i	s	2	40
bala	a	x	1	40
Palam	m	w	2	40
ayam	m	x	2	40
AwmAnam	m	A	2	40
aSva	a	r	1	40
wena	a	S	2	40
puwra	a	s	1	40
puRpa	a	P	1	40
sarvam	m	i	2	40
wri	i	l	1	40
yama	a	s	1	40
aRtakaH	aH	u	2	40
xrOpaxI	I	u	2	40
raWam	m	p	2	40
wIrWam	m	p	2	40
Srowum	m	i	2	40
kqwvA	A	v	2	40
wasmAw	w	p	2	39
wasmAw	w	s	2	39
viRa	a	a	1	39
wasmAw	w	a	2	39
jAyawe	e	w	2	39
wawra	a	u	2	39
awra	a	n	2	39
kqwa	a	s	1	39
samyak	k	v	2	39
ekaH	aH	e	2	39
varNa	a	s	1	39
naraH	aH	s	2	39
ewaw	w	u	2	39
ye	e	m	2	39
sUrya	a	a	1	39
sama	a	s	1	39
kuryAw	w	p	2	39
waxA	A	k	2	39
wasya	a	X	2	39
brahma	a	s	1	39
Pala	a	u	1	39
ayam	m	i	2	39
kaWam	m	s	2	39
yaH	aH	m	2	39
Awma	a	v	1	39
ukwam	m	h	2	39
na	a	X	2	39
vaSam	m	g	2	39
qRayaH	aH	c	2	39
xeva	a	k	1	39
xeva	a	l	1	39
parama	a	X	1	39
kule	e	j	2	39
axya	a	p	2	39
AwmA	A	k	2	39
wam	m	h	2	39
SukraH	aH	u	2	39
rUpa	a	s	1	39
wIrWam	m	w	2	39
hiraNya	a	k	1	39
narmaxA	A	w	1	39
xqRtvA	A	S	2	39
kqwvA	A	x	2	39
cawuH	uH	a	1	38
yasya	a	v	2	38
guru	u	p	1	38
weRAm	m	A	2	38
Rat	t	a	1	38
Bavawi	i	p	2	38
Bavawi	i	w	2	38
namaH	aH	s	2	38
yaw	w	S	2	38
anena	a	e	2	38
amla	a	v	1	38
mqga	a	p	1	38
wawra	a	j	2	38
Axi	i	p	1	38
param	m	w	2	38
ukwAH	AH	w	2	38
loke	e	y	2	38
sarvam	m	v	2	38
om	m	h	2	38
Sawa	a	v	1	38
para	a	a	1	38
arWam	m	k	2	38
viSva	a	k	1	38
yaw	w	i	2	38
Pala	a	m	1	38
kqwam	m	p	2	38
ayam	m	n	2	38
BU	U	w	1	38
xeva	a	r	1	38
kaWam	m	n	2	38
vasiRTaH	aH	u	2	38
kqRNa	a	v	1	38
parvawa	a	u	1	38
Pala	a	x	1	38
wawra	a	b	2	38
Sara	a	j	1	38
aswra	a	v	1	38
sma	a	w	2	38
lokam	m	c	2	38
xEwya	a	i	1	38
Palam	m	A	2	38
kqwvA	A	s	2	38
mURa	a	a	1	38
SruwvA	A	m	2	38
sarvAH	AH	s	2	37
yaH	aH	h	2	37
sixXi	i	k	1	37
vit	t	m	1	37
we	e	b	2	37
sarva	a	u	1	37
Palam	m	p	2	37
evam	m	B	2	37
ye	e	x	2	37
wasya	a	j	2	37
aswi	i	i	2	37
sva	a	S	1	37
waxA	A	e	2	37
ixam	m	w	2	37
waw	w	g	2	37
karma	a	v	1	37
SrI	I	k	1	37
viviXa	a	A	1	37
brahma	a	s	2	37
vE	E	g	2	37
loke	e	v	2	37
raWa	a	a	1	37
wAn	n	w	2	37
yaWA	A	j	2	37
xeva	a	i	1	37
xuHKa	a	A	1	37
xevAH	AH	c	2	37
Axiwya	a	v	1	37
rAjan	n	k	2	37
xuryoXanaH	aH	w	2	37
SalyaH	aH	u	2	37
wAn	n	x	2	37
vaSam	m	A	2	37
guFja	a	a	1	37
iva	a	y	2	36
sva	a	s	1	36
puRpa	a	v	1	36
gaja	a	v	1	36
arka	a	s	1	36
nAnA	A	v	2	36
xevAH	AH	w	2	36
wasya	a	g	2	36
sA	A	v	2	36
garBa	a	s	1	36
Axi	i	m	1	36
maXya	a	s	1	36
xeha	a	s	1	36
rajaH	aH	w	2	36
SabxaH	aH	s	2	36
yaw	w	B	2	36
kAma	a	x	1	36
arWa	a	p	1	36
sA	A	a	2	36
sarve	e	n	2	36
mAwram	m	w	2	36
paramam	m	s	2	36
koti	i	s	1	36
xivyam	m	x	2	36
ewaw	w	r	2	36
we	e	S	2	36
sUrya	a	s	1	36
inxra	a	a	1	36
bahu	u	m	1	36
jana	a	s	1	36
wAn	n	s	2	36
xevaH	aH	p	2	36
svarga	a	l	1	36
muni	i	S	1	36
kqwa	a	A	1	36
loma	a	h	1	36
hi	i	u	2	36
karmaNA	A	m	2	36
wAm	m	p	2	36
sahasram	m	w	2	36
mawsyaH	aH	u	2	36
brahma	a	a	1	36
we	e	e	2	35
iha	a	x	2	35
Pala	a	A	1	35
piwwa	a	k	1	35
