waw	[32]	[40]	2	79
mahA	[2]	[5]	1	79
XarmaH	[1;16]	[48]	2	79
kunwI	[4]	[37]	1	79
vE	[11]	[45]	2	78
wasya	[1]	[46]	2	78
wena	[1]	[48]	2	78
SOnakaH	[1;16]	[5]	2	78
sa	[1]	[35]	2	78
pqWivI	[4]	[37]	1	78
yaWA	[2]	[34]	2	77
wena	[1]	[32]	2	77
wasya	[1]	[22]	2	76
wu	[5]	[39]	2	76
iwi	[3]	[34]	2	76
sarve	[10]	[45]	2	76
rAja	[1]	[48]	1	76
xeva	[1]	[7]	1	76
loka	[1]	[37]	1	75
we	[10]	[34]	2	75
SAswra	[1]	[45]	1	74
wawaH	[1;16]	[40]	2	74
iva	[1]	[40]	2	74
wasya	[1]	[36]	2	74
cawuH	[5;16]	[45]	1	74
sarve	[10]	[10]	2	74
we	[10]	[22]	2	74
paFca	[1]	[45]	1	74
Barawa	[1]	[46]	1	74
a	[1]	[42]	1	74
a	[1]	[18]	1	74
xqRtvA	[2]	[48]	2	74
karma	[1]	[17]	2	73
guNa	[1]	[5]	1	73
yaWA	[2]	[32]	2	73
yaH	[1;16]	[36]	2	73
ewaw	[32]	[32]	2	73
weRAm	[41]	[37]	2	73
iwi	[3]	[42]	2	73
wri	[3]	[46]	1	73
wriRu	[5]	[44]	2	73
parama	[1]	[1]	1	73
waxA	[2]	[37]	2	73
pANdu	[5]	[37]	1	73
a	[1]	[43]	1	73
vA	[2]	[34]	2	72
wawra	[1]	[2]	2	72
asya	[1]	[45]	2	72
aparam	[41]	[22]	2	72
ewaw	[32]	[1]	2	72
nara	[1]	[46]	1	72
parama	[1]	[4]	1	72
xqRtvA	[2]	[45]	2	72
kqwvA	[2]	[32]	2	72
waWA	[2]	[41]	2	71
canxra	[1]	[1]	1	71
mahA	[2]	[19]	1	71
para	[1]	[45]	1	71
waWA	[2]	[5]	2	71
wawaH	[1;16]	[42]	2	71
waxA	[2]	[45]	2	71
yUWa	[1]	[37]	1	71
xuryoXanaH	[1;16]	[5]	2	71
xqRtvA	[2]	[34]	2	71
ukwvA	[2]	[32]	2	71
yaWA	[2]	[41]	2	70
wawaH	[1;16]	[24]	2	70
aWa	[1]	[17]	2	70
varNa	[1]	[2]	1	70
hi	[3]	[2]	2	70
sarvam	[41]	[48]	2	70
wena	[1]	[37]	2	70
hi	[3]	[36]	2	70
brahma	[1]	[44]	1	70
lomaSaH	[1;16]	[5]	2	70
a	[1]	[19]	1	70
wu	[5]	[22]	2	69
paramam	[41]	[37]	2	69
yaWA	[2]	[22]	2	69
inxraH	[1;16]	[5]	2	69
sapwa	[1]	[45]	1	69
yawra	[1]	[48]	2	68
rasa	[1]	[2]	1	68
sarvam	[41]	[10]	2	68
mahA	[2]	[40]	1	68
xevAH	[2;16]	[6]	2	68
niSa	[1]	[1]	1	68
arWam	[41]	[22]	2	67
yawra	[1]	[32]	2	67
mahA	[2]	[2]	1	67
yaWA	[2]	[17]	2	67
we	[10]	[41]	2	67
vixuraH	[1;16]	[5]	2	67
hi	[3]	[35]	2	67
waWA	[2]	[40]	2	67
waxA	[2]	[48]	2	66
waw	[32]	[39]	2	66
wri	[3]	[1]	1	66
sA	[2]	[37]	2	66
puNya	[1]	[17]	1	66
yaWA	[2]	[36]	2	66
wawaH	[1;16]	[36]	2	66
mahA	[2]	[46]	1	66
waxA	[2]	[34]	2	66
sva	[1]	[35]	1	66
pApa	[1]	[49]	1	66
wam	[41]	[10]	2	66
loka	[1]	[45]	1	66
xeva	[1]	[48]	1	66
muni	[3]	[48]	1	66
kAle	[10]	[32]	2	66
Sawa	[1]	[17]	1	66
na	[1]	[44]	2	65
kAma	[1]	[1]	1	65
vE	[11]	[41]	2	65
vE	[11]	[17]	2	65
SrI	[4]	[46]	1	65
waw	[32]	[43]	2	65
wasya	[1]	[43]	2	65
we	[10]	[1]	2	65
hi	[3]	[43]	2	64
maXu	[5]	[48]	1	64
wasya	[1]	[40]	2	64
Axi	[3]	[48]	1	64
yaWA	[2]	[10]	2	64
pute	[10]	[37]	2	64
jFaH	[1;16]	[48]	2	64
SukaH	[1;16]	[5]	2	64
brahma	[1]	[7]	1	64
xqRtvA	[2]	[17]	2	64
Bavew	[32]	[32]	2	63
pUrva	[1]	[5]	1	63
we	[10]	[49]	2	63
ayam	[41]	[1]	2	63
piwq	[7]	[34]	1	63
rAjA	[2]	[37]	2	63
xqRtvA	[2]	[43]	2	63
weRAm	[41]	[45]	2	62
wawra	[1]	[19]	2	62
wri	[3]	[19]	1	62
hi	[3]	[46]	2	62
yaWA	[2]	[46]	2	62
we	[10]	[43]	2	62
awra	[1]	[37]	2	62
AwmA	[2]	[48]	2	62
wam	[41]	[36]	2	62
Xarma	[1]	[48]	1	62
sarve	[10]	[41]	2	62
xqRtvA	[2]	[41]	2	62
sama	[1]	[34]	1	61
raWa	[1]	[48]	1	61
aWa	[1]	[46]	2	61
ayam	[41]	[37]	2	61
varRa	[1]	[46]	1	61
ewe	[10]	[22]	2	61
waWA	[2]	[36]	2	61
wena	[1]	[45]	2	61
suKa	[1]	[34]	1	61
parama	[1]	[2]	1	61
xeva	[1]	[41]	1	61
maXye	[10]	[32]	2	60
weRAm	[41]	[1]	2	60
syAw	[32]	[37]	2	60
sA	[2]	[48]	2	60
iva	[1]	[36]	2	60
vE	[11]	[42]	2	60
mahA	[2]	[36]	1	60
kaWam	[41]	[10]	2	60
jarA	[2]	[41]	1	59
kuryAw	[32]	[32]	2	59
wu	[5]	[2]	2	59
loke	[10]	[1]	2	59
arWam	[41]	[1]	2	59
Baya	[1]	[2]	1	59
sA	[2]	[34]	2	59
sawya	[1]	[48]	1	59
rAjan	[36]	[37]	2	59
nAma	[1]	[45]	2	59
kuru	[5]	[17]	1	59
SruwvA	[2]	[37]	2	59
bala	[1]	[45]	1	58
iwi	[3]	[24]	2	58
yaw	[32]	[38]	2	58
iwi	[3]	[40]	2	58
yaw	[32]	[5]	2	58
Sawa	[1]	[1]	1	58
hi	[3]	[24]	2	58
vE	[11]	[39]	2	58
ixam	[41]	[37]	2	58
ewasmin	[36]	[1]	2	58
kAma	[1]	[43]	1	58
wawra	[1]	[40]	2	58
aWa	[1]	[43]	2	58
gaja	[1]	[37]	1	58
sarve	[10]	[22]	2	57
eka	[1]	[37]	1	57
brahma	[1]	[34]	1	57
yaw	[32]	[48]	2	57
sarveRAm	[41]	[10]	2	57
wam	[41]	[41]	2	57
yaH	[1;16]	[42]	2	57
Xarma	[1]	[36]	1	57
sarvam	[41]	[2]	2	57
wam	[41]	[48]	2	57
weRAm	[41]	[48]	2	57
kuru	[5]	[37]	1	57
kuru	[5]	[36]	1	57
Xarma	[1]	[40]	1	56
evam	[41]	[34]	2	56
yaWA	[2]	[42]	2	56
waxA	[2]	[40]	2	56
yaw	[32]	[34]	2	56
asya	[1]	[1]	2	56
waw	[32]	[41]	2	56
ekam	[41]	[32]	2	56
eva	[1]	[44]	2	56
iha	[1]	[48]	2	56
qRi	[3]	[48]	1	56
vA	[2]	[46]	2	55
pqWak	[17]	[37]	2	55
syAw	[32]	[1]	2	55
yaWA	[2]	[49]	2	55
waxA	[2]	[1]	2	55
syAw	[32]	[32]	2	55
wam	[41]	[22]	2	55
paFca	[1]	[1]	1	55
yaw	[32]	[10]	2	55
yaw	[32]	[42]	2	55
nAma	[1]	[37]	2	55
ayam	[41]	[48]	2	55
kqwa	[1]	[1]	1	55
uvAca	[1]	[49]	2	55
siMha	[1]	[36]	1	55
wawwva	[1]	[24]	1	54
yaWA	[2]	[40]	2	54
wena	[1]	[17]	2	54
pAxa	[1]	[1]	1	54
yaH	[1;16]	[34]	2	54
wri	[3]	[17]	1	54
wasya	[1]	[2]	2	54
ewaw	[32]	[10]	2	54
aWa	[1]	[42]	2	54
wawra	[1]	[22]	2	54
arWam	[41]	[37]	2	54
mahA	[2]	[12]	1	54
sarva	[1]	[42]	1	54
AwmA	[2]	[37]	2	54
puruRa	[1]	[5]	1	54
muni	[3]	[37]	1	54
iwi	[3]	[43]	2	54
vIra	[1]	[49]	1	54
Barawa	[1]	[48]	1	54
ca	[1]	[38]	2	53
wu	[5]	[3]	2	53
kqRNa	[1]	[34]	1	53
yaWA	[2]	[2]	2	53
nAma	[1]	[41]	2	53
sarve	[10]	[34]	2	53
waw	[32]	[3]	2	53
sarvam	[41]	[1]	2	53
eRa	[1]	[45]	2	53
iwi	[3]	[18]	2	53
puwra	[1]	[46]	1	53
wam	[41]	[43]	2	53
cawuH	[5;16]	[19]	1	53
suKa	[1]	[2]	1	52
kaPa	[1]	[37]	1	52
nAnA	[2]	[43]	2	52
wu	[5]	[49]	2	52
wawra	[1]	[43]	2	52
anna	[1]	[37]	1	52
vexa	[1]	[1]	1	52
rUpam	[41]	[22]	2	52
wawaH	[1;16]	[39]	2	52
evam	[41]	[46]	2	52
Bavawi	[3]	[42]	2	52
wapaH	[1;16]	[22]	2	52
vE	[11]	[46]	2	52
rAjA	[2]	[48]	2	52
puwraH	[1;16]	[1]	2	52
SawaSaH	[1;16]	[1]	2	52
lokeRu	[5]	[45]	2	52
xqRtvA	[2]	[40]	2	52
evam	[41]	[42]	2	51
arWam	[41]	[32]	2	51
ewaw	[32]	[17]	2	51
eka	[1]	[34]	1	51
Bavew	[32]	[48]	2	51
iha	[1]	[37]	2	51
jAyawe	[10]	[17]	2	51
awaH	[1;16]	[10]	2	51
awaH	[1;16]	[37]	2	51
wu	[5]	[44]	2	51
asya	[1]	[41]	2	51
aswi	[3]	[37]	2	51
asya	[1]	[32]	2	51
awra	[1]	[1]	2	51
sarvam	[41]	[32]	2	51
mUla	[1]	[38]	1	51
waWA	[2]	[43]	2	51
ye	[10]	[37]	2	51
wasmin	[36]	[37]	2	51
rAjA	[2]	[34]	2	51
raWa	[1]	[45]	1	51
rAjan	[36]	[48]	2	51
wIrWe	[10]	[36]	2	51
yakRa	[1]	[43]	1	50
aswi	[3]	[36]	2	50
karma	[1]	[48]	1	50
we	[10]	[42]	2	50
yaH	[1;16]	[40]	2	50
nqpa	[1]	[48]	1	50
Axi	[3]	[45]	1	50
sarvam	[41]	[17]	2	50
kAla	[1]	[45]	1	50
loka	[1]	[48]	1	50
nAnA	[2]	[37]	2	50
SrI	[4]	[45]	1	50
nAma	[1]	[48]	2	50
paramAm	[41]	[19]	2	50
puwraH	[1;16]	[37]	2	50
eRa	[1]	[37]	2	50
xevI	[4]	[5]	2	50
wam	[41]	[46]	2	50
Saswra	[1]	[40]	1	50
kRewra	[1]	[24]	1	50
hariH	[3;16]	[5]	2	50
sva	[1]	[34]	1	49
bala	[1]	[1]	1	49
xoRa	[1]	[45]	1	49
Xarma	[1]	[43]	1	49
kqRNa	[1]	[1]	1	49
ayam	[41]	[17]	2	49
xeva	[1]	[37]	1	49
anena	[1]	[45]	2	49
Awma	[1]	[48]	1	49
xaSa	[1]	[45]	1	49
yasya	[1]	[1]	2	49
evam	[41]	[2]	2	49
yawra	[1]	[45]	2	49
kRawra	[1]	[35]	1	49
wawwva	[1]	[45]	1	49
go	[12]	[41]	1	49
go	[12]	[17]	1	49
bala	[1]	[37]	1	48
waw	[32]	[34]	1	48
awra	[1]	[46]	2	48
sarva	[1]	[40]	1	48
wena	[1]	[41]	2	48
syAw	[32]	[17]	2	48
AwmA	[2]	[32]	2	48
bala	[1]	[5]	1	48
aswi	[3]	[48]	2	48
sva	[1]	[37]	1	48
xeva	[1]	[2]	1	48
sarvam	[41]	[37]	2	48
yAvaw	[32]	[32]	2	48
Xarma	[1]	[46]	1	48
wasyAH	[2;16]	[32]	2	48
nara	[1]	[7]	1	48
prahasan	[36]	[3]	2	48
SruwvA	[2]	[43]	2	48
awaH	[1;16]	[1]	2	47
yasya	[1]	[48]	2	47
wAm	[41]	[34]	2	47
ye	[10]	[36]	2	47
sarva	[1]	[41]	1	47
eRa	[1]	[48]	2	47
evam	[41]	[36]	2	47
asya	[1]	[46]	2	47
iwi	[3]	[39]	2	47
sA	[2]	[22]	2	47
wasmin	[36]	[45]	2	47
ganXa	[1]	[41]	1	47
we	[10]	[40]	2	47
aswi	[3]	[32]	2	47
yoga	[1]	[45]	1	47
aWa	[1]	[36]	2	47
waxA	[2]	[43]	2	47
ASrama	[1]	[37]	1	47
sawya	[1]	[37]	1	47
XarmaH	[1;16]	[22]	2	47
manu	[5]	[1]	1	47
xqRtvA	[2]	[36]	2	47
SruwvA	[2]	[34]	2	47
jAyawe	[10]	[36]	2	46
piwwa	[1]	[1]	1	46
waw	[32]	[49]	2	46
guNa	[1]	[1]	1	46
ixam	[41]	[5]	2	46
asya	[1]	[17]	2	46
guNa	[1]	[48]	1	46
para	[1]	[37]	1	46
guNa	[1]	[45]	1	46
ayam	[41]	[45]	2	46
ucyawe	[10]	[36]	2	46
wO	[13]	[32]	2	46
iha	[1]	[41]	2	46
kuru	[5]	[48]	1	46
mAxrI	[4]	[37]	1	46
vara	[1]	[1]	1	46
wu	[5]	[5]	2	45
arWam	[41]	[48]	2	45
PalAni	[3]	[22]	2	45
ye	[10]	[45]	2	45
rasa	[1]	[48]	1	45
SawAni	[3]	[22]	2	45
Axi	[3]	[34]	1	45
anwa	[1]	[17]	1	45
vA	[2]	[40]	2	45
we	[10]	[19]	2	45
Rat	[27]	[41]	1	45
wam	[41]	[17]	2	45
agniH	[3;16]	[5]	2	45
gaxA	[2]	[37]	1	45
nAma	[1]	[43]	2	45
mahI	[4]	[32]	1	45
rAja	[1]	[46]	1	45
Gora	[1]	[43]	1	45
sAXu	[5]	[48]	2	45
ukwaH	[1;16]	[37]	2	45
puwra	[1]	[37]	1	45
puwraH	[1;16]	[42]	2	45
asya	[1]	[34]	2	44
Axi	[3]	[1]	1	44
karma	[1]	[17]	1	44
Bavew	[32]	[42]	2	44
arWam	[41]	[45]	2	44
inxra	[1]	[45]	1	44
bahu	[5]	[45]	1	44
yaw	[32]	[2]	2	44
yaWA	[2]	[3]	2	44
Palam	[41]	[1]	2	44
